x1,x2,x3,x4,x5,x6
0.0,0.0,0.0,0.0,0.0,0.0
0.9998705170607731,0.006783017968350714,-0.020702093090404144,0.5424626166473971,0.021376766503227732,1.7091203233778036
0.9984420840515752,0.02566703232371442,-0.10545164608176354,0.9670038585498675,0.07526571523795622,2.596740450034594
0.9941822160011662,0.05451415849144735,-0.2448291231951364,1.338193881885827,0.1478098529362049,3.1982871968557456
0.9857930767289873,0.09220722414444685,-0.4345901129178783,1.6731744154273036,0.23412177632228715,3.6956363064151856
0.971991232674516,0.13783987722771324,-0.6769973388343242,1.9715604197170422,0.3323914121554168,4.152294625099189
0.9514210242192608,0.19039971942069767,-0.9749086705930662,2.225291858445273,0.4419005201331377,4.592147650460499
0.9226775252522416,0.248616757168375,-1.329117031432764,2.4219281079035873,0.562355859892071,5.025568721182279
0.8843828379046934,0.3108692820176267,-1.7365300230832497,2.5459219631089,0.6936450808038098,5.456897510381481
0.8353097116482133,0.37512082976220484,-2.188114199302608,2.579851218831119,0.8357044419789365,5.885869988475279
0.7745554681426461,0.43889879068718585,-2.6669296812922254,2.506537925378862,0.988407285147667,6.30780278933795
0.7017542311696463,0.49933992901650115,-3.147071537096661,2.3122835204359413,1.1514593924174508,6.713913579016136
0.6172955613819873,0.5533275783222648,-3.594274628523175,1.9909424407611698,1.324304221698493,7.091793208210429
0.5225007843690782,0.5977333205242016,-3.9687593916261017,1.5481304037084709,1.506039779192189,7.425924770466395
0.4196981326905649,0.6297533828762915,-4.230515330669367,1.0044433397294399,1.6953481519136635,7.698281226785827
0.3121402905208819,0.6472980355505654,-4.346556640782787,0.39626901769749767,1.8904422323745307,7.8892177855934555
0.20373060341611893,0.6493568434270702,-4.298734507754286,-0.22713793339187016,2.089041312965076,7.978970335224766
0.09857178804175254,0.6362371799285852,-4.0897300464403585,-0.8108705429401573,2.2883951277420196,7.950039612976338
0.0004179846189932279,0.6095808521481871,-3.7444201478321477,-1.3045887232347682,2.485375041516428,7.790086559691787
-0.08783091996094405,0.5721210902875233,-3.3050571719849753,-1.6724947929439558,2.676636086173043,7.494528715445794
-0.16444653451343144,0.5272349472394121,-2.8214005552406554,-1.899198735586275,2.858830804417023,7.067905353391545
-0.22891728957888063,0.4784272628815574,-2.3395105666354628,-1.989208789405334,3.0288347611258484,6.523351766908672
-0.2817433167736222,0.4289008935779575,-1.8934747828323115,-1.9609174359868526,3.183935618030333,5.88025268638256
-0.32408873878235844,0.38131206077720775,-1.5023915377150452,-1.8384058310951872,3.321948427932556,5.160829014748803
