x1,x2,x3,x4,x5,x6
-0.3574210153530434,0.33771957199271063,-1.1720595029170089,-1.6445703055961394,3.441242572426455,4.386640983369445
-0.3832274772529389,0.29966798334472233,-0.8990396081692215,-1.3973839204047138,3.5406881833028683,3.575753484659336
-0.4028376456066981,0.26832498404906413,-0.6747512493800439,-1.1091444021639418,3.61954348165019,2.7408911345909757
-0.4173336731643118,0.24461245694465727,-0.4883171173411518,-0.7875055741184307,3.6773083538430127,1.8885862640937268
-0.4275133057657014,0.2293028198093442,-0.32794874807924834,-0.4370531540985296,3.7135675172728027,1.0191855392747795
-0.43387290766373243,0.22307771458419096,-0.18124072921503787,-0.06066503743306569,3.7278431208962255,0.127587146916248
-0.4365891778809616,0.2265584566537297,-0.03483186228374818,0.33958821194757377,3.7194742572306243,-0.795343980880369
-0.4354879860791274,0.2403190063214034,0.12625727498199657,0.7618907473506633,3.68754060023459,-1.760650739108919
-0.42999445203903097,0.2648865555837445,0.31944380418294016,1.2041447045517661,3.6308487083933914,-2.778384674380281
-0.4190626430476597,0.3007245939651036,0.5653315165735281,1.6629656534706656,3.5479998621368303,-3.85399961155125
-0.4010933389637234,0.348180744744843,0.8877254147860523,2.1317257574540682,3.4375512247917097,-4.984600537219405
-0.3738744419087016,0.40737505144855074,1.311415573583221,2.597746227492333,3.298254297409427,-6.156825490347465
-0.3346248189333656,0.47802806391602565,1.8556416249316523,3.0407201963126167,3.1292810558904147,-7.350669017469781
-0.28026086039207254,0.5593242945670237,2.522799766359485,3.43819909055608,2.9301810387664653,-8.558783821823742
-0.20794316421756778,0.650105324540199,3.28876387072341,3.7877315898996313,2.6999203474368567,-9.845337416877108
-0.11563703884523646,0.7499475020403596,4.115637084117307,4.155052442843788,2.4330966354937424,-11.53694951748721
-0.012746111742303778,0.8507581881114544,4.115637084117307,3.909802442843788,2.1446728975565623,-11.53694951748721
0.0901448153606289,0.9454376241825492,4.115637084117307,3.664552442843788,1.856249159619382,-11.53694951748721
0.1930357424635616,1.0339858102536439,4.115637084117307,3.419302442843788,1.5678254216822016,-11.53694951748721
0.29592666956649427,1.1164027463247386,4.115637084117307,3.174052442843788,1.2794016837450213,-11.53694951748721
0.39881759666942695,1.192688432395833,4.115637084117307,2.928802442843788,0.9909779458078409,-11.53694951748721
0.5017085237723596,1.2628428684669277,4.115637084117307,2.683552442843788,0.7025542078706606,-11.53694951748721
0.6045994508752923,1.3268660545380224,4.115637084117307,2.438302442843788,0.4141304699334803,-11.53694951748721
0.707490377978225,1.384757990609117,4.115637084117307,2.193052442843788,0.1257067319963,-11.53694951748721
0.8103813050811577,1.4365186766802116,4.115637084117307,1.9478024428437881,-0.1627170059408803,-11.53694951748721
0.9132722321840904,1.4821481127513063,4.115637084117307,1.7025524428437881,-0.4511407438780606,-11.53694951748721
1.016163159287023,1.5216462988224009,4.115637084117307,1.4573024428437882,-0.7395644818152409,-11.53694951748721
1.1190540863899558,1.5550132348934955,4.115637084117307,1.2120524428437882,-1.0279882197524213,-11.53694951748721
1.2219450134928884,1.5822489209645902,4.115637084117307,0.9668024428437882,-1.3164119576896016,-11.53694951748721
1.324835940595821,1.6033533570356848,4.115637084117307,0.7215524428437883,-1.604835695626782,-11.53694951748721
1.4277268676987536,1.6183265431067795,4.115637084117307,0.47630244284378825,-1.8932594335639623,-11.53694951748721
1.5306177948016861,1.6271684791778742,4.115637084117307,0.23105244284378823,-2.1816831715011427,-11.53694951748721
1.6335087219046187,1.6298791652489688,4.115637084117307,-0.014197557156211793,-2.470106909438323,-11.53694951748721
1.7363996490075513,1.6264586013200635,4.115637084117307,-0.2594475571562118,-2.758530647375503,-11.53694951748721
1.8392905761104839,1.616906787391158,4.115637084117307,-0.5046975571562118,-3.046954385312683,-11.53694951748721
1.9421815032134164,1.6012237234622526,4.115637084117307,-0.7499475571562118,-3.335378123249863,-11.53694951748721
2.045072430316349,1.5794094095333473,4.115637084117307,-0.9951975571562117,-3.6238018611870433,-11.53694951748721
2.1479633574192816,1.5514638456044418,4.115637084117307,-1.2404475571562117,-3.9122255991242234,-11.53694951748721
2.250854284522214,1.5173870316755365,4.115637084117307,-1.4856975571562117,-4.200649337061404,-11.53694951748721
2.3537452116251467,1.4771789677466312,4.115637084117307,-1.7309475571562116,-4.4890730749985845,-11.53694951748721
2.4566361387280793,1.4308396538177257,4.115637084117307,-1.9761975571562116,-4.777496812935765,-11.53694951748721
2.559527065831012,1.3783690898888203,4.115637084117307,-2.221447557156212,-5.065920550872946,-11.53694951748721
2.6624179929339444,1.319767275959915,4.115637084117307,-2.4666975571562118,-5.354344288810126,-11.53694951748721
2.765308920036877,1.2550342120310096,4.115637084117307,-2.7119475571562117,-5.642768026747307,-11.53694951748721
2.8681998471398096,1.1841698981021043,4.115637084117307,-2.9571975571562117,-5.931191764684487,-11.53694951748721
2.971090774242742,1.107174334173199,4.115637084117307,-3.2024475571562117,-6.219615502621668,-11.53694951748721
3.0739817013456747,1.0240475202442936,4.115637084117307,-3.4476975571562116,-6.5080392405588485,-11.53694951748721
3.1768726284486073,0.9347894563153883,4.115637084117307,-3.6929475571562116,-6.796462978496029,-11.53694951748721
3.27976355555154,0.8394001423864831,4.115637084117307,-3.9381975571562116,-7.08488671643321,-11.53694951748721
3.3826544826544724,0.7378795784575778,4.115637084117307,-4.183447557156212,-7.37331045437039,-11.53694951748721
3.485545409757405,0.6302277645286726,4.115637084117307,-4.428697557156212,-7.661734192307571,-11.53694951748721
3.5884363368603376,0.5164447005997673,4.115637084117307,-4.673947557156213,-7.950157930244751,-11.53694951748721
3.69132726396327,0.396530386670862,4.115637084117307,-4.919197557156213,-8.238581668181931,-11.53694951748721
3.7942181910662027,0.2704848227419566,4.115637084117307,-5.164447557156214,-8.52700540611911,-11.53694951748721
3.8971091181691353,0.13830800881305128,4.115637084117307,-5.409697557156214,-8.81542914405629,-11.53694951748721
4.000000045272068,-5.511585408728148e-8,4.115637084117307,-5.654947557156214,-9.10385288199347,-11.53694951748721
