x1,x2,x3,x4,x5,x6,x7,x8
6.314270534276991,6.781200946156379,8.9023562309507,1.4309316477009155,6.546276059904699,14.89473669250495,5.301075057077817,8.36610927686702
5.395820523315132,7.440329381628623,8.502200890933116,1.3103640647031778,5.451710853972347,12.183247911298166,5.3160368037612615,8.276394673326408
4.5812921656121395,7.36804541540372,8.169568889295206,1.2192577712688897,4.057552391892518,10.662954114242245,5.299109848927879,8.178584079348752
3.824443045275988,6.8844295086700065,7.936617921850703,1.1485977229756685,2.539189819680089,9.656564133388649,5.184521298467678,8.097449909576897
3.1115178771363046,6.230704871399038,7.821903776308125,1.0996767238408058,0.9602738782500149,8.680098853638395,4.940868576838501,8.034602896321312
2.4263436471023616,5.464035803413197,7.839550563228431,1.079219074624105,-0.6320224775313887,7.618081138622691,4.5442453680282195,7.975092775885789
1.730227909689672,4.5535227384553405,8.000074173926746,1.0942876770116963,-2.150524418090453,6.503272176262536,3.9726836228189133,7.896206266795528
0.9529974340885636,3.399337177785734,8.306802394714364,1.147500294776977,-3.4364535737732345,5.484225639469138,3.212750934426532,7.777089474474954
0.0006043871437191293,1.8426062269207826,8.751563931534145,1.2330487779646355,-4.26484839982095,4.817797986787828,2.2691262001802532,7.607958476568149
-1.2200393291475236,-0.30040071788114503,9.312060474896425,1.3349300772542714,-4.391892268147325,4.808753155339184,1.1714441083356644,7.395942697574926
-2.768599223935016,-3.1880321420094897,9.952375725298534,1.4282834253191923,-3.6254227733518225,5.7175466557838,-0.025385126560803176,7.165427170863316
-4.645714969378299,-6.905477521781063,10.626683768176495,1.4835985184263565,-1.884991122788383,7.681934994696618,-1.2482624663124928,6.952875539437627
-6.783656154127234,-11.429459710648555,11.284956390762469,1.4726769708586973,0.7739507742456938,10.675386023206329,-2.417927578598685,6.798001795757086
-9.053268568157419,-16.608627107835368,11.879161982966975,1.3748635548805854,4.1747257946619865,14.502602949318486,-3.4618353754448052,6.734103946031805
