x1,x2,x3,x4,x5,x6,x7,x8
-11.281696396828261,-22.16263800593752,12.368918121794142,1.18204653114831,8.058154890691306,18.82324970970184,-4.324404097417868,6.780375634565275
-13.27582271222841,-27.706046133740283,12.726018190577653,0.9011225564108143,12.12697405580667,23.197585855390017,-4.972799025240748,6.938297647884848
-14.84909192854322,-32.80234623435397,12.937279392379985,0.5531253693688123,16.08448274552463,27.151610063200078,-5.39783549345049,7.192962128780694
-15.849921556532689,-37.044663313494546,13.00503242879419,0.16913001171635336,19.66426379233582,30.257365603253795,-5.610459282251907,7.5186483123247685
-16.187336325216158,-40.141747866933514,12.94483923309191,-0.21580622364976856,22.651843310135376,32.21103890881407,-5.634864889303415,7.886571630672427
-15.846840519225259,-41.97693652667153,12.780942185225769,-0.5686084541263365,24.898948096131047,32.88580467767397,-5.500015840543861,8.272022476144858
-14.8907545051073,-42.61470859473139,12.540939415998086,-0.8622474820430682,26.329566237205846,32.342828199991054,-5.231863298836354,8.658583136252037
-13.442798869624703,-42.253167350669415,12.25137919064113,-1.0773231315018348,26.93695130872066,30.7998750136038,-4.848328116836392,9.038628972108038
-11.662867356672228,-41.14630192960339,11.93516957709428,-1.2018754825180076,26.772473108067224,28.573970959723308,-4.358041887149288,9.411007966426176
-9.72039638700205,-39.52908313281188,11.610548534519754,-1.2306094226705793,25.9293432340827,26.020628566171492,-3.7624875089176317,9.777685345562398
-7.7728076786565685,-37.568432086754775,11.290673731688582,-1.1643467291322567,24.525159754184344,23.485918400537404,-3.06022965630508,10.140933130081951
-5.951767836126705,-35.34580991081318,10.982954631515971,-1.0099068348202846,22.686620195594738,21.27677416475465,-2.251696566731821,10.501796089319491
-4.357053768510214,-32.86520033856777,10.687770612832749,-0.7802855012742614,20.53839256161708,19.64705549035289,-1.3433302120517878,10.85975140838526
-3.0563364457166644,-30.0774077787626,10.396769419960073,-0.49501890548550037,18.19676265452786,18.79417347546578,-0.35053146073458896,11.21307437462705
-2.088703179899751,-26.914649119577543,10.091311260966837,-0.1807603656220877,15.767533888825108,18.86120977019246,0.700593447115506,11.559403544254673
-1.469715800605278,-23.333697117266087,9.741886096069791,0.12789249388074933,13.346709017862425,19.939426533491098,1.7722888530741752,11.896135218574814
-1.1960498197685319,-19.367697462305166,9.309689908017424,0.38755697177788656,11.02179391642708,22.06439615214302,2.814482156246607,12.22034550343795
-1.2482046390670585,-15.182910478697444,8.752112038696065,0.5460904052699767,8.871382876728028,25.19603003331991,3.764048893862353,12.527850251088303
-1.5903576501327796,-11.12325679893118,8.034396401679935,0.5453829785891585,6.961306920777888,29.170635616658007,4.544235470075372,12.810849691027627
-2.1672013511973076,-7.701218410688128,7.149216787993219,0.3299943879043008,5.337138015620006,33.615731555109726,5.065452031408689,13.053547706565684
-2.898801340188982,-5.468405251880026,6.142532119226993,-0.13478586464030778,4.014832638138388,37.829593026571814,5.229860452844717,13.225239659068414
-3.6763774242855995,-4.705550574220648,5.136131156381516,-0.8336091402563389,2.972717730017213,40.64178991208569,4.94337434023567,13.270246371661507
-4.36385149540962,-4.950171003722934,4.325559046350634,-1.6640267554275705,2.1475990219983068,40.253231670447164,4.141484798596262,13.093360460630162
-4.809870847486546,-4.4971543492771495,3.920590811153924,-2.404575590553867,1.4349677244900751,33.91704296060025,2.8485042265964,12.541430298668782
-4.869944778032125,0.03716896686264126,3.9828164013428182,-2.7191237639505297,0.6867183901225633,16.894689554480628,1.3370739248598906,11.40565667115297
-5.0149573945259585,16.06088433243737,4.646078815282315,-2.4750559717531693,-0.6040351117161837,-24.048635683775565,0.8469857110427764,11.090832511318515
-4.542501914143128,18.327255712448082,4.736290754540174,-2.170820713573801,-1.3126701515148516,-35.04059681022188,0.49139237831980764,10.118669336268582
-4.156341920771942,19.054710157034094,4.69299380274069,-1.5621072309495552,-1.7877305841479596,-41.26162925427377,0.697144093382559,8.70771562313796
-3.89182673384045,14.574956048792389,4.644571593319456,-1.1896665906967512,-1.7745020211016462,-33.28566190515295,0.6408433027757556,7.766670276633179
-3.753604809044512,11.916375099982156,4.585030709083321,-0.8104881066023445,-1.6933300784680256,-29.07683551840635,0.7305434933720093,6.858760386566778
-3.7425723738614045,7.141088762166307,4.578102424680945,-0.6203975250114476,-1.2772956204006167,-18.646644184440422,0.5169338145995414,6.316444433556391
-3.730852316271727,5.665235562507094,4.57154901029612,-0.5163607284008054,-1.0233299171382437,-15.830453941252681,0.3411006134805501,5.986335234782866
-3.781649963344899,3.8856186791077345,4.573608361751839,-0.4670178921564916,-0.6754821123193234,-11.932161390771668,0.0990484604287211,5.767387637677913
-3.8252391644124435,3.117262078197878,4.552756760854092,-0.45892860525061213,-0.4522461365565652,-10.34629935876121,-0.0842165666527927,5.647180680150152
-3.9075347626232357,2.308132210767913,4.5254121848352,-0.46712060998670746,-0.21440672263085586,-8.583874336827236,-0.26177828058785313,5.5629287227772
-4.000589201604285,1.6838050687531514,4.479095697396457,-0.49123097748159383,-0.043659839175735966,-7.243679087738127,-0.39345082165826234,5.517507501123208
-4.121481343162732,1.0845856131222775,4.425622438534977,-0.5213992000327554,0.12043370077591233,-5.951000123781804,-0.5065413981076621,5.488289239331321
-4.2576954906596045,0.5386694409181871,4.359731701188126,-0.5583707140610067,0.24476317060472141,-4.78815081452524,-0.5853802301059939,5.478060599033965
-4.411575208983211,0.04043031414776229,4.289223681208334,-0.5973553757781989,0.3579207914000967,-3.737440783475338,-0.6449545926293965,5.477026592949915
-4.575853962303515,-0.3986696286831551,4.211379633606067,-0.6386789128833735,0.44486219417227413,-2.8306196406645,-0.6778768459630233,5.486130985984298
-4.746693118808693,-0.7810227383659423,4.131852089385928,-0.6796744240784792,0.5227269708694068,-2.0538420499076206,-0.6941712908920167,5.500446401340648
-4.918647201778691,-1.0842407184757745,4.0489347777861235,-0.7202180533221942,0.5838234588574992,-1.462493208313381,-0.6906006903565621,5.51913026494784
-5.085406054440199,-1.3242566559954387,3.9666822288292156,-0.7589228596984633,0.6407876756834352,-1.0087719640393482,-0.6744596137110745,5.53979209317755
-5.242054649985411,-1.4733744634192847,3.883931883295573,-0.795501711117949,0.6888112272513048,-0.7598661587571872,-0.6456675571143139,5.560407595088463
-5.381520550395275,-1.5510078111569978,3.803121784899869,-0.8294063349027978,0.7384817646351779,-0.6591056467176793,-0.609084733097157,5.579982484209253
-5.4988999570839425,-1.5356172900850613,3.723540374389532,-0.8604835215361601,0.7857291115837342,-0.757947270473,-0.5676502933912801,5.59597722536625
-5.587422879998199,-1.4383007209753305,3.645876397222926,-0.8887215908311503,0.8403430846648767,-1.0201327946288217,-0.5235759123983795,5.608077478267091
-5.6422063722442575,-1.25227728640848,3.56992200981564,-0.914267859785291,0.8980255681665926,-1.4605625066575405,-0.48286658741349386,5.61366447642045
-5.657781214530247,-0.9744470596224688,3.494542805384778,-0.9375024013482769,0.9687269238005998,-2.078780336977069,-0.444889294455084,5.612792173964559
-5.629881640304641,-0.6152233423563314,3.420140698331418,-0.9588510091035846,1.0477117509420701,-2.8477052679845283,-0.4186601185669317,5.602850790696875
-5.5555130081794895,-0.15946107697490491,3.3438303133956437,-0.979102868969467,1.1458344601973172,-3.7990015085880358,-0.4007351750852861,5.5843558314396
-5.4322340779392695,0.36925448963993374,3.2667373629489393,-0.9987600572056837,1.2581974989777596,-4.87470426633436,-0.402809114780489,5.554486748151274
-5.260878628555519,0.9892594579837308,3.184507987598173,-1.0191350377067476,1.3968683425943902,-6.118814249173387,-0.41896195747889126,5.514598380129197
-5.0424484361879935,1.6715731909351395,3.0990788255604675,-1.0405039773531157,1.5572573951726274,-7.4635851053754125,-0.46282482587812873,5.461333915721122
-4.782832910470164,2.4267758677371107,3.0051496194879275,-1.0647846454180867,1.7521420819845581,-8.9401736714124,-0.5265841244078487,5.397310042503625
-4.487944406164728,3.226835883578505,2.905458890860546,-1.091785148475318,1.9774987347257387,-10.488984202384051,-0.6245180910637812,5.318574944183274
-4.1691330010922805,4.0685674740346816,2.7944351530845712,-1.1239387741084754,2.245016451463928,-12.114097272911133,-0.7474685905181896,5.22921456154584
-3.837524077705136,4.92224716227443,2.675301837786263,-1.160686249189569,2.5504951521624277,-13.759056148709709,-0.9081900460744535,5.125533656207293
-3.5081382945885466,5.7752902726856306,2.5427317217768826,-1.2047366430176,2.9000222647855423,-15.409867672093073,-1.0960532696497225,5.01318073722404
-3.194333500019925,6.576554580285118,2.399105099304792,-1.2561845736873292,3.2841530572915887,-16.963408980099157,-1.3179025661713375,4.8918646458978685
-2.9065345633845046,7.304701428862573,2.239054301652218,-1.3183052808211178,3.687535196949009,-18.384944585616918,-1.5596557917258023,4.770496982331213
-2.6454358743057,7.843729208118844,2.0594617360875107,-1.3950589236850952,4.065977081063531,-19.41171274249952,-1.810588338801662,4.660953976705429
-2.3801255578631877,8.044699548262264,1.8520527708449848,-1.4914557894365517,4.302387149640021,-19.694091333174885,-2.045480434572714,4.579991114060329
-2.018578675692214,7.581008498265826,1.5839666318533545,-1.6004714146695367,4.133045122950963,-18.441555984911215,-2.178206074474595,4.51812249456711
-1.2965888156690364,5.254057702335468,1.157361048607395,-1.5338368257180182,2.883023954294108,-12.747940113634664,-1.9621390356299093,4.030642608259006
